category,price,rating,stock,Discount,status
,,1.101610083,Out of Stock,18,Inactive
,6037,4.044920555,In Stock,35,Active
,3734,4.013420525,,9,Inactive
,4697,2.63853822,Out of Stock,49,Inactive
,7565,,In Stock,18,Active
,3424,4.173073872,In Stock,42,Active
B,9809,,In Stock,25,Active
C,2973,,In Stock,5,Inactive
C,364,,In Stock,5,Inactive
,1729,,In Stock,3,Active
A,3763,4.543244287,Out of Stock,13,Active
,5276,2.469957217,Out of Stock,48,Inactive
,1563,3.556134769,,42,Active
,5589,2.991612449,,20,Inactive
,171,,Out of Stock,30,Active
,5345,3.266093755,Out of Stock,32,Inactive
,4537,3.914489537,,1,Inactive
C,8642,,Out of Stock,2,Inactive
A,5374,,,29,Inactive
,6550,3.48406882,In Stock,16,Inactive
,2167,4.536215766,Out of Stock,34,Active
,588,4.296048743,Out of Stock,36,Inactive
D,1230,,,27,Inactive
C,,3.32851715,Out of Stock,20,Active
D,9254,3.950844613,Out of Stock,6,Active
D,6858,1.351562959,,39,Inactive
A,3275,4.220466086,In Stock,44,Inactive
A,7967,2.692083783,In Stock,48,Inactive
,3513,,,26,Active
B,2242,,In Stock,27,Inactive
B,9381,,Out of Stock,7,Active
,769,,In Stock,35,Inactive
A,153,4.507532756,In Stock,8,Active
A,3947,1.332706505,,38,Inactive
,805,,Out of Stock,29,Active
,3387,4.130383274,In Stock,44,Inactive
,7499,3.516372466,In Stock,41,Active
C,1549,4.920106008,Out of Stock,49,Active
A,5832,,Out of Stock,,Inactive
,6118,3.641199283,Out of Stock,45,Active
C,8208,,Out of Stock,24,Active
,7806,3.177707026,,46,Inactive
,5377,,In Stock,37,Inactive
,3830,4.962053876,In Stock,18,Active
D,,2.264254027,Out of Stock,14,Active
D,2538,3.351180438,,30,Inactive
A,2047,,In Stock,37,Active
,3325,,In Stock,41,Inactive
C,,2.201769003,,31,Inactive
,4604,,In Stock,,Inactive
A,4124,,,15,Active
D,8094,1.32658233,In Stock,22,Inactive
,3492,,,32,Inactive
,8083,2.385586145,,46,Active
,3668,,Out of Stock,20,Active
A,5440,,In Stock,25,Inactive
A,1516,3.065365955,Out of Stock,26,Active
,7292,1.956199614,Out of Stock,38,Active
,7893,4.347595138,In Stock,4,Inactive
,4899,,Out of Stock,2,Inactive
,4610,,,16,Inactive
,6583,,Out of Stock,19,Active
,2697,,Out of Stock,6,Active
B,1230,,In Stock,45,Inactive
,8440,,Out of Stock,48,Active
A,6458,,,11,Inactive
C,131,1.51323162,Out of Stock,34,Active
,6890,1.100953192,,32,Active
,9386,,In Stock,27,Active
D,1659,3.425400577,,,Inactive
C,4235,,Out of Stock,8,Active
,3511,,In Stock,39,Inactive
B,9217,,,,Inactive
A,786,4.453296498,Out of Stock,3,Inactive
D,583,,In Stock,18,Active
,6559,3.380128895,Out of Stock,21,Inactive
,1484,1.054677221,In Stock,,Inactive
,531,,In Stock,6,Inactive
,9994,,In Stock,4,Active
,,,Out of Stock,35,Active
C,4555,,In Stock,47,Active
,5448,2.501946512,,,Inactive
C,698,1.000366202,In Stock,39,Inactive
,7319,4.68880807,,2,Inactive
A,1883,3.457393429,Out of Stock,3,Inactive
,9325,3.912300255,,19,Active
,2922,,,27,Active
,9054,,Out of Stock,28,Active
,1088,,,27,Active
,1407,,Out of Stock,7,Inactive
C,4784,1.5226825,In Stock,48,Active
,4739,4.708687629,,44,Active
D,9313,2.957391034,,34,Active
,1305,,In Stock,34,Inactive
,,,In Stock,15,Inactive
,965,1.200632672,,28,Active
,9858,,,4,Active
A,1988,,,,Active
,6519,,In Stock,20,Inactive
B,,2.995165679,,36,Active
B,4466,2.604844109,In Stock,17,Inactive
A,8361,,In Stock,,Inactive
,4375,2.848049383,In Stock,28,Inactive
C,8397,,,49,Inactive
,1574,,Out of Stock,13,Inactive
,5779,1.038637328,,30,Inactive
,3980,2.702055263,In Stock,6,Inactive
C,6600,,In Stock,27,Active
C,3292,,,45,Inactive
,9365,,In Stock,10,Active
D,6906,2.127734818,In Stock,7,Inactive
,3582,4.279993004,Out of Stock,22,Inactive
A,801,1.458240734,,36,Inactive
,8853,,In Stock,41,Active
,7370,,In Stock,21,Inactive
,1751,1.222869787,,34,Active
C,1125,2.84810954,In Stock,40,Active
D,4879,,,,Inactive
,3533,,,30,Inactive
D,4078,,In Stock,23,Active
C,5176,4.094455392,Out of Stock,40,Active
,594,4.612715087,In Stock,41,Active
,8748,,In Stock,45,Inactive
,9696,4.368413918,,7,Active
B,2281,3.942969009,Out of Stock,40,Inactive
,7626,,Out of Stock,,Active
C,9615,2.845403295,In Stock,41,Inactive
,1632,,Out of Stock,39,Inactive
,2994,2.595914847,Out of Stock,15,Inactive
,7912,3.622569462,Out of Stock,,Inactive
,501,,Out of Stock,27,Active
,8055,2.693083658,,47,Active
,1548,,In Stock,30,Active
,1832,,In Stock,21,Active
D,7705,,Out of Stock,10,Inactive
,,2.892531517,,34,Inactive
,5136,3.338633493,In Stock,21,Inactive
D,7587,2.849221144,,33,Inactive
,,,In Stock,37,Inactive
D,1666,1.231420622,Out of Stock,22,Inactive
D,8140,2.238667588,,31,Active
,7350,1.241495987,,,Inactive
,9997,3.678127909,Out of Stock,44,Active
,1606,,,35,Inactive
,7582,2.301720913,Out of Stock,34,Active
B,6219,,Out of Stock,3,Active
,9824,,Out of Stock,12,Active
A,5925,3.380819688,In Stock,43,Inactive
D,3479,1.801024972,In Stock,39,Inactive
B,4517,2.223675516,In Stock,43,Inactive
,4032,,In Stock,9,Inactive
,7509,1.809945736,In Stock,2,Inactive
B,1160,3.362909052,Out of Stock,33,Inactive
C,3939,,In Stock,19,Inactive
,6090,,,20,Active
,284,4.852188046,In Stock,33,Inactive
,3679,2.005126751,,,Active
,8540,2.372887159,,34,Inactive
C,9200,2.975865771,,36,Active
B,3858,,In Stock,5,Inactive
,7421,,Out of Stock,,Inactive
,4355,1.410058884,Out of Stock,28,Inactive
,4264,1.595434822,Out of Stock,2,Inactive
,2461,,Out of Stock,30,Inactive
C,,4.046168596,In Stock,32,Active
,8355,,In Stock,33,Inactive
,442,4.035409477,,4,Active
,1541,,In Stock,4,Inactive
D,1991,,In Stock,48,Active
,8502,,Out of Stock,1,Active
D,4755,1.507043994,Out of Stock,,Inactive
,9515,,Out of Stock,20,Active
B,6835,3.977712863,In Stock,24,Active
,5455,2.10595801,In Stock,15,Active
,9713,,Out of Stock,7,Active
D,119,4.179211665,In Stock,0,Active
,6973,2.081943799,In Stock,39,Inactive
A,,,Out of Stock,42,Active
D,8350,,In Stock,36,Active
B,4680,3.600736412,In Stock,10,Inactive
B,6956,,,9,Active
,243,2.175783875,In Stock,6,Inactive
,1455,,Out of Stock,9,Inactive
,6920,3.498634716,,21,Inactive
,6383,1.714502466,Out of Stock,17,Active
,8544,,In Stock,,Inactive
B,9588,,,26,Inactive
D,9870,4.806402982,,16,Active
,6077,4.112006658,In Stock,36,Active
D,7204,,Out of Stock,47,Inactive
,4540,,Out of Stock,43,Inactive
,9512,1.576928472,In Stock,1,Inactive
B,1269,,In Stock,48,Inactive
,7228,,Out of Stock,13,Inactive
,8189,3.411848157,In Stock,45,Inactive
,8956,,Out of Stock,28,Inactive
,1358,,Out of Stock,47,Inactive
,1726,1.642240023,Out of Stock,13,Active
,7272,2.70090685,Out of Stock,37,Inactive
,1551,3.181128305,Out of Stock,24,Active
B,8761,1.172397692,Out of Stock,10,Active
,3360,3.335068166,Out of Stock,25,Active
B,6369,1.632623012,,45,Inactive
,1086,3.033006959,Out of Stock,12,Inactive
D,5410,2.508191325,,44,Inactive
B,9435,,Out of Stock,28,Active
,1383,,Out of Stock,33,Active
A,7850,4.088746886,,44,Active
,6458,4.372465124,Out of Stock,42,Inactive
,2482,,In Stock,27,Active
,7610,3.454299926,Out of Stock,18,Inactive
,4631,,,27,Active
,4182,3.60063252,,17,Active
,4609,2.207232284,,37,Active
,6278,1.931394705,,39,Active
,3840,4.577775186,Out of Stock,,Active
,781,3.993335065,In Stock,14,Inactive
B,3641,3.723660802,,31,Inactive
,6500,3.783268324,In Stock,10,Active
B,6014,2.740670958,In Stock,7,Active
,428,3.63592821,In Stock,12,Active
,8425,2.906806363,In Stock,9,Active
,5710,1.583529639,In Stock,49,Active
,8988,,Out of Stock,13,Active
C,8534,,In Stock,15,Inactive
,,,In Stock,1,Inactive
,6998,2.148496925,In Stock,25,Active
,232,,In Stock,28,Inactive
D,2753,3.777572243,,14,Inactive
,3214,1.010801652,,42,Inactive
D,1818,,Out of Stock,23,Inactive
,5687,4.22082012,In Stock,47,Inactive
C,7454,,,35,Inactive
C,3212,1.091064274,In Stock,0,Inactive
A,4124,,Out of Stock,9,Inactive
B,5082,3.884452553,,38,Inactive
,2245,1.582233823,In Stock,,Inactive
,,,Out of Stock,16,Inactive
,4911,3.618811232,,33,Inactive
,3148,,In Stock,21,Inactive
,8462,4.556571664,,3,Inactive
B,5694,4.794151328,Out of Stock,47,Inactive
,2773,1.455846431,Out of Stock,,Active
D,1392,,,19,Active
,,,Out of Stock,26,Inactive
,3555,,,,Active
,1567,,In Stock,18,Inactive
,5245,,,22,Inactive
,6972,4.139585644,,14,Inactive
C,4001,,Out of Stock,21,Inactive
C,4087,,In Stock,4,Inactive
,6382,,In Stock,,Inactive
,8198,2.676582155,In Stock,0,Active
,,,Out of Stock,5,Active
,1864,,Out of Stock,38,Active
,3961,3.323655916,Out of Stock,17,Inactive
,4316,,In Stock,26,Active
,7081,2.402888252,In Stock,14,Inactive
,9215,3.204453135,Out of Stock,8,Inactive
,5398,,,29,Inactive
,1976,3.783491185,In Stock,10,Active
D,2408,3.032031231,Out of Stock,23,Inactive
D,5256,,Out of Stock,27,Inactive
,,,Out of Stock,45,Active
A,401,,In Stock,17,Active
,9240,,In Stock,24,Inactive
,1802,,In Stock,42,Inactive
,8910,4.211192726,Out of Stock,40,Active
B,9164,4.52591984,In Stock,2,Inactive
,2162,2.271020594,,38,Inactive
B,2001,,,25,Active
D,552,3.703676824,,14,Active
C,2412,2.124738196,Out of Stock,,Active
,6894,3.647539497,,12,Inactive
B,3408,,Out of Stock,34,Inactive
,8331,1.369866623,In Stock,8,Inactive
,5587,2.374129158,In Stock,7,Active
A,5662,4.037608459,Out of Stock,,Active
,3851,2.352797387,,16,Active
,7642,,,0,Inactive
D,4973,4.290175773,In Stock,,Inactive
A,1285,3.318983323,In Stock,43,Inactive
,3829,,,25,Active
,3426,2.927837034,,0,Active
,3606,,Out of Stock,,Active
,5359,4.364568268,In Stock,42,Active
,,3.182308975,Out of Stock,12,Active
,2792,,Out of Stock,13,Inactive
C,7344,3.994355353,,39,Inactive
C,3638,,,,Active
D,1487,,In Stock,11,Active
B,6581,,,11,Inactive
,2516,,In Stock,9,Active
D,6665,,In Stock,24,Inactive
C,9620,,In Stock,2,Active
,580,,In Stock,38,Inactive
,1838,3.238279292,Out of Stock,48,Active
D,1062,,In Stock,40,Active
,7524,,Out of Stock,13,Inactive
B,2743,,Out of Stock,6,Inactive
,8570,1.931346789,,33,Active
,4883,,,9,Active
A,3539,,,41,Active
,1409,,,13,Active
,9160,1.586042717,In Stock,32,Active
C,3238,,,,Active
B,9041,4.71858108,Out of Stock,42,Inactive
,1315,2.186905606,Out of Stock,7,Active
,4360,1.356742976,Out of Stock,28,Active
,165,2.379961258,Out of Stock,,Inactive
B,7475,1.385387499,Out of Stock,44,Active
,7392,2.595956086,In Stock,40,Inactive
,4467,4.599117204,,48,Inactive
,377,,In Stock,27,Inactive
B,2134,3.116371447,Out of Stock,0,Active
,6150,2.213504459,In Stock,3,Inactive
,5380,1.430958396,,10,Active
,5532,2.811304892,,33,Active
C,7953,2.730075164,Out of Stock,49,Active
,9044,,In Stock,42,Inactive
,455,3.796300758,,21,Inactive
A,6696,4.013771784,,5,Active
,5120,3.654858545,,5,Active
,3587,4.536298375,,9,Active
,7622,,,45,Inactive
,1044,,,49,Active
,7669,2.95992676,Out of Stock,30,Active
A,4253,4.804198444,,20,Active
A,8208,2.057763171,Out of Stock,,Inactive
D,2581,,In Stock,34,Active
,5096,3.262752044,Out of Stock,36,Active
,3339,4.36829282,Out of Stock,9,Active
,2733,1.192614575,,5,Active
,6929,1.357336737,,43,Inactive
,2842,,Out of Stock,44,Active
,2672,2.458226483,Out of Stock,43,Active
C,8351,,In Stock,23,Active
,3539,4.752877453,Out of Stock,11,Active
B,8442,,In Stock,1,Active
,7097,2.776603235,Out of Stock,49,Inactive
,2954,,,1,Active
,582,4.42927394,Out of Stock,34,Active
,6985,2.370203776,Out of Stock,5,Active
D,3496,3.372831658,In Stock,23,Inactive
C,9728,,Out of Stock,40,Inactive
,9636,,In Stock,30,Active
,2025,1.686749081,In Stock,1,Active
C,6339,4.250495609,Out of Stock,19,Active
,8158,1.670963489,In Stock,9,Inactive
,,1.182946634,Out of Stock,49,Active
,7734,4.627822986,Out of Stock,23,Inactive
,6791,1.921698704,,46,Active
,5205,,In Stock,37,Active
C,6045,,In Stock,42,Active
A,2156,,Out of Stock,36,Active
,4052,,Out of Stock,0,Inactive
,472,2.454042511,Out of Stock,,Inactive
,1297,,In Stock,8,Inactive
,9669,4.278285409,In Stock,8,Active
C,4205,,Out of Stock,24,Inactive
C,1611,,,9,Active
,3580,3.581796967,In Stock,45,Inactive
,8582,2.897529266,Out of Stock,19,Inactive
,8226,,In Stock,31,Inactive
,6212,1.888878006,In Stock,20,Active
,5198,2.196846365,In Stock,25,Active
,370,3.652315048,In Stock,19,Inactive
A,3710,,,16,Inactive
D,5389,,In Stock,,Inactive
D,6016,4.534167323,,46,Active
,4790,,,37,Inactive
,3340,,In Stock,21,Active
D,1963,1.012380034,,8,Inactive
,2028,,Out of Stock,38,Active
D,9613,,In Stock,33,Inactive
,5756,2.133831431,In Stock,35,Active
,4456,1.343250876,Out of Stock,31,Active
,3194,1.695714721,Out of Stock,45,Active
D,4558,,Out of Stock,41,Inactive
,8507,2.200805558,In Stock,28,Active
,5641,,Out of Stock,47,Active
,7273,,In Stock,,Active
B,9134,,Out of Stock,23,Active
,4183,3.819718013,In Stock,40,Active
D,3285,3.572289225,,15,Active
,1619,2.800301294,Out of Stock,33,Inactive
,7423,3.855835223,Out of Stock,28,Active
D,7368,,In Stock,,Inactive
,8173,,,,Inactive
,2646,,In Stock,15,Active
D,761,3.438555567,,40,Inactive
A,177,,,,Inactive
,7136,,Out of Stock,12,Inactive
C,5608,1.563891387,Out of Stock,,Active
C,4045,2.865941678,In Stock,20,Active
,9027,,Out of Stock,28,Active
,6895,3.741161527,Out of Stock,7,Active
,6713,4.734437404,In Stock,13,Inactive
,7194,1.999676653,Out of Stock,20,Inactive
A,2204,,,18,Inactive
D,2159,3.808132854,Out of Stock,17,Inactive
A,3594,4.222645359,In Stock,3,Inactive
A,1601,,Out of Stock,13,Inactive
,9907,,Out of Stock,,Inactive
,628,4.216726918,Out of Stock,36,Inactive
D,3259,2.392976277,Out of Stock,32,Active
,2013,,In Stock,37,Active
,6899,2.342076797,,10,Inactive
A,7037,,In Stock,45,Inactive
,3990,1.947130844,Out of Stock,23,Inactive
,5993,1.451310706,In Stock,11,Inactive
,3202,,In Stock,30,Inactive
,2471,,Out of Stock,41,Active
,6662,2.181852873,,33,Active
A,3057,4.076127733,In Stock,12,Active
C,9524,4.145427582,Out of Stock,9,Inactive
,7061,1.839235318,In Stock,18,Inactive
,9721,3.835131888,In Stock,45,Inactive
B,7472,3.578031498,In Stock,42,Active
,1104,4.785500296,,6,Active
,9694,,In Stock,7,Inactive
,4059,,Out of Stock,14,Active
D,2158,,In Stock,44,Active
,9575,4.054977458,In Stock,40,Active
,1882,1.28369093,Out of Stock,47,Inactive
A,782,1.021706193,In Stock,,Inactive
,6142,2.845211177,In Stock,10,Inactive
,3283,3.327648852,In Stock,18,Active
,4299,,,7,Active
,,,,9,Active
A,3134,,Out of Stock,23,Inactive
A,8204,,,6,Active
D,3612,3.805960021,,,Inactive
,716,,,27,Inactive
D,7059,4.651043024,Out of Stock,49,Inactive
B,2720,,In Stock,22,Active
A,6758,,Out of Stock,13,Active
,1574,,In Stock,22,Inactive
A,9709,4.773004112,In Stock,26,Inactive
,1248,2.508494358,Out of Stock,0,Inactive
D,5008,2.041752599,Out of Stock,17,Inactive
,8252,1.618893964,,45,Inactive
,7164,4.279476245,,20,Inactive
,3272,3.414002961,,21,Inactive
,7083,3.530193445,,33,Inactive
,6897,1.57405916,,6,Active
,9486,2.028175152,,16,Inactive
,7198,,In Stock,39,Active
,4676,3.784556501,In Stock,39,Inactive
D,4860,2.033357834,,17,Inactive
,,,Out of Stock,26,Active
,7058,,In Stock,,Active
A,1612,2.490271483,,3,Inactive
,1032,,,7,Inactive
B,4618,2.009455209,Out of Stock,12,Inactive
,3645,,,40,Active
,2232,2.611998099,Out of Stock,,Active
A,9891,1.990890377,In Stock,19,Active
,4056,3.283151787,Out of Stock,19,Active
A,2157,,,40,Active
,2233,2.88794846,,39,Active
,6697,,In Stock,5,Active
B,3509,3.758170723,In Stock,33,Inactive
,5432,3.658406404,,13,Active
B,6999,,Out of Stock,33,Inactive
,623,1.889737196,Out of Stock,12,Active
C,2900,,,19,Active
,5114,3.116037412,Out of Stock,20,Inactive
,3629,2.948826429,Out of Stock,47,Inactive
,8787,1.500033671,Out of Stock,49,Active
,7801,2.444655357,Out of Stock,21,Inactive
,5905,,Out of Stock,31,Inactive
C,6634,,Out of Stock,15,Inactive
D,629,,,2,Inactive
,1861,,,44,Active
A,4938,2.978483597,,0,Inactive
,,,Out of Stock,28,Inactive
,9223,,In Stock,18,Active
,1561,3.200439197,Out of Stock,0,Active
,1303,,In Stock,4,Inactive
,2376,,Out of Stock,,Active
,2974,4.709057943,,37,Active
,5019,,In Stock,46,Active
,4841,2.806047932,In Stock,33,Active
C,6973,3.161062935,Out of Stock,39,Inactive
C,7441,,In Stock,19,Inactive
,7471,,Out of Stock,0,Active
,8608,4.235841574,,35,Inactive
,5616,4.019293644,In Stock,5,Inactive
,7581,1.385883434,,36,Active
,5061,,,42,Inactive
,5829,4.027200719,Out of Stock,0,Inactive
A,9813,,In Stock,25,Active
,9620,3.62842579,Out of Stock,3,Active
,825,,In Stock,14,Active
C,4222,4.714844379,,2,Inactive
,5474,,Out of Stock,44,Inactive
,6980,,Out of Stock,20,Active
C,8653,,In Stock,27,Inactive
A,7138,4.222495917,Out of Stock,25,Active
,9022,,Out of Stock,33,Active
B,4132,,,39,Inactive
D,454,2.690526408,Out of Stock,32,Inactive
,8301,,,15,Active
,2101,,,35,Active
,8317,,Out of Stock,41,Active
C,907,,Out of Stock,0,Active
,5703,3.772279554,,9,Active
,2852,1.834775996,,3,Inactive
,8069,,,,Active
,911,2.488421943,In Stock,39,Active
,307,,,46,Inactive
A,844,4.862539785,In Stock,39,Inactive
B,5220,,,20,Inactive
C,2674,4.741865982,In Stock,,Inactive
,3227,,In Stock,3,Active
D,4594,3.538718468,,31,Active
,4683,,,40,Inactive
D,1365,,In Stock,29,Inactive
,9674,,Out of Stock,42,Active
B,3187,,,33,Inactive
,7954,4.511167527,In Stock,2,Inactive
C,5294,3.168258002,Out of Stock,38,Inactive
,719,,Out of Stock,24,Active
,8483,1.737227097,,,Active
B,138,,,21,Inactive
,1286,3.953724457,Out of Stock,15,Inactive
,6687,1.128880385,,9,Inactive
D,7190,3.85765899,Out of Stock,21,Active
C,,,In Stock,25,Active
D,3427,,Out of Stock,,Inactive
B,4711,3.829284295,In Stock,33,Inactive
,5018,2.427764183,,1,Inactive
,7060,3.864908912,,1,Active
D,6011,,,,Inactive
,,3.71327697,In Stock,30,Inactive
,4890,,Out of Stock,19,Inactive
,4460,,In Stock,9,Inactive
,2310,,,35,Inactive
D,5762,4.687800452,In Stock,48,Inactive
,6368,,Out of Stock,2,Active
,9811,,,27,Inactive
,539,,Out of Stock,16,Active
B,3870,4.292567765,Out of Stock,21,Inactive
,9029,,,31,Inactive
,1432,4.478627069,,32,Active
D,6136,1.426118422,In Stock,,Inactive
,6780,2.904438245,In Stock,9,Active
,7002,,Out of Stock,19,Inactive
,,4.724500898,,9,Inactive
,6806,,,32,Active
,8433,,Out of Stock,40,Active
,6674,2.003900119,In Stock,46,Active
A,8284,1.316025065,In Stock,34,Inactive
,627,1.794255371,Out of Stock,36,Active
,1476,,,1,Active
B,5639,3.882058261,Out of Stock,14,Inactive
B,7555,,In Stock,43,Active
C,7720,1.016004109,In Stock,43,Inactive
C,1857,2.876306133,In Stock,14,Active
,2694,,,27,Inactive
A,597,,In Stock,37,Inactive
,4994,4.712620773,In Stock,13,Active
,4663,,,32,Active
,9916,4.661140347,,48,Inactive
,8260,1.819081861,,40,Inactive
,3757,3.806790295,Out of Stock,48,Inactive
,2300,,,,Active
D,5602,4.587783752,In Stock,36,Active
,8641,,Out of Stock,11,Inactive
,5650,2.003756662,In Stock,17,Inactive
,4392,,Out of Stock,33,Active
,2079,1.503862719,Out of Stock,49,Inactive
B,8740,1.757987741,Out of Stock,37,Inactive
D,4961,,,44,Inactive
,9731,1.448890741,,46,Active
,8185,2.572348843,In Stock,41,Inactive
,4167,,Out of Stock,,Inactive
,483,,Out of Stock,12,Active
A,688,,In Stock,3,Inactive
D,220,,,33,Inactive
,7578,,Out of Stock,15,Inactive
,4155,,,28,Inactive
A,4431,,Out of Stock,23,Active
,7386,4.240952423,Out of Stock,38,Active
,,2.308702908,Out of Stock,21,Inactive
,8911,,Out of Stock,,Inactive
,2287,3.138240023,In Stock,7,Active
D,8128,2.071935101,In Stock,24,Active
,9889,1.610955821,In Stock,49,Inactive
,430,1.935137731,In Stock,,Active
A,866,3.179805625,,37,Inactive
,6445,,In Stock,17,Active
,7879,3.219373584,,26,Inactive
,4269,2.736506753,In Stock,36,Inactive
B,5140,2.447585242,Out of Stock,17,Active
D,2792,3.594948859,In Stock,24,Inactive
,4116,,Out of Stock,40,Inactive
,7039,,Out of Stock,21,Inactive
,660,3.734228283,,,Inactive
,9574,,,35,Inactive
,,3.320700715,Out of Stock,49,Inactive
,8136,2.085696926,,,Active
D,9895,1.941967631,In Stock,,Active
,147,3.337085765,Out of Stock,,Inactive
A,3693,,In Stock,5,Inactive
,1193,,,49,Active
B,107,2.37499499,In Stock,,Active
A,1151,4.488094882,In Stock,20,Active
D,7682,1.977369897,In Stock,23,Active
,5337,1.687367201,,4,Inactive
,6710,,,33,Active
C,,1.938907437,Out of Stock,12,Inactive
,3318,,Out of Stock,38,Inactive
,993,,Out of Stock,34,Inactive
,2756,,In Stock,0,Inactive
,9565,1.564965175,In Stock,11,Inactive
,6186,,,,Active
D,6702,,In Stock,,Inactive
A,6258,,Out of Stock,8,Active
,7678,4.201776541,Out of Stock,49,Active
A,6001,,In Stock,47,Inactive
D,5229,,Out of Stock,37,Active
,533,,,,Inactive
D,266,,In Stock,30,Inactive
,5768,,Out of Stock,17,Active
,6998,,In Stock,47,Active
,9359,,In Stock,16,Inactive
C,5375,2.39224371,Out of Stock,47,Inactive
,6759,,Out of Stock,14,Active
,3274,,Out of Stock,20,Active
,6645,4.088651241,,,Inactive
A,8139,,,33,Active
,632,,,20,Inactive
,1739,1.96678045,In Stock,5,Active
A,7484,3.345216289,In Stock,40,Inactive
,4104,4.009173791,,6,Inactive
,246,1.36156309,Out of Stock,45,Inactive
,7176,3.40211915,,17,Inactive
,8562,,,0,Inactive
,6673,4.260866354,In Stock,32,Inactive
,1755,4.550257773,In Stock,47,Inactive
,6363,,Out of Stock,13,Active
B,3370,,,48,Active
A,4865,,,41,Active
,6655,,In Stock,43,Active
C,3584,1.667649337,,26,Inactive
,7983,3.376645498,Out of Stock,24,Active
A,3592,3.79697767,Out of Stock,35,Active
A,887,3.99844334,Out of Stock,0,Active
D,6341,3.56241199,Out of Stock,12,Active
,9170,,Out of Stock,30,Active
B,6566,,,39,Inactive
D,7553,4.189326035,Out of Stock,16,Inactive
B,9502,4.830796215,In Stock,49,Inactive
C,6262,2.957987474,Out of Stock,29,Active
A,3507,,,,Active
C,7487,,,9,Active
,7556,,Out of Stock,19,Inactive
,4370,2.824532235,In Stock,24,Active
,9091,2.169037208,In Stock,,Active
C,3235,1.628474084,Out of Stock,9,Inactive
A,2969,2.088115607,,23,Inactive
B,9419,,In Stock,32,Active
D,7158,4.549776812,,20,Active
,4295,3.877895873,,,Inactive
,558,,,23,Active
,9337,,,13,Inactive
A,5071,3.550438905,,26,Active
,1544,4.967522773,Out of Stock,3,Active
,8858,4.613037194,In Stock,34,Inactive
,1055,2.39237589,Out of Stock,10,Inactive
A,3330,2.922357666,In Stock,17,Inactive
,6768,,In Stock,1,Inactive
A,883,,Out of Stock,42,Inactive
,2514,4.558071663,,40,Active
,4778,4.37669173,Out of Stock,17,Active
,1190,,Out of Stock,2,Active
,9790,3.329885459,In Stock,23,Active
,6743,2.716944879,,44,Active
D,6481,3.807816377,Out of Stock,43,Active
,6086,4.461496984,,2,Inactive
A,4013,,Out of Stock,46,Active
,7307,,,14,Active
,2833,3.540633253,Out of Stock,,Active
,4851,4.555798744,,16,Inactive
,5000,,Out of Stock,11,Active
,863,,,30,Active
D,4094,2.927543713,Out of Stock,,Active
A,234,3.957212983,In Stock,24,Inactive
D,3931,,Out of Stock,34,Active
,5700,,In Stock,36,Active
,3748,,Out of Stock,28,Active
,1531,2.17069125,Out of Stock,1,Inactive
,6687,,Out of Stock,,Active
D,7598,,Out of Stock,27,Active
,3730,1.398281292,In Stock,0,Inactive
,8578,,In Stock,48,Inactive
B,954,3.123073696,,20,Active
,269,,Out of Stock,49,Active
,7210,2.764944126,Out of Stock,14,Inactive
,9488,,In Stock,,Active
,4506,,In Stock,41,Inactive
C,3454,,,35,Inactive
,3329,1.51693921,Out of Stock,26,Active
,8863,,Out of Stock,48,Active
,7314,4.110628554,,,Active
,9433,4.680191712,Out of Stock,0,Active
,9716,4.763732905,In Stock,41,Active
D,5686,4.721427526,In Stock,24,Inactive
,3787,4.803946501,In Stock,0,Inactive
D,9256,,Out of Stock,8,Inactive
,7343,,In Stock,,Active
,5495,2.47812078,In Stock,47,Inactive
,3217,,Out of Stock,8,Inactive
,2583,4.964562503,Out of Stock,6,Inactive
,9205,,In Stock,45,Inactive
A,5153,,,29,Inactive
B,4927,,Out of Stock,17,Active
A,3874,3.26613241,,0,Active
,9434,1.908790579,Out of Stock,3,Inactive
B,9209,1.285518744,,15,Active
C,9543,,,36,Inactive
C,3782,,In Stock,15,Inactive
A,6808,3.581349714,In Stock,49,Inactive
,,,In Stock,7,Active
D,1161,4.874558347,Out of Stock,30,Inactive
C,175,3.746934376,,40,Inactive
,8589,1.415502028,In Stock,31,Active
,4686,4.253306774,In Stock,5,Inactive
A,4209,1.84018453,In Stock,44,Inactive
,2337,2.608383373,Out of Stock,,Inactive
,9238,,,39,Active
,4621,,In Stock,25,Active
C,8447,4.526252556,Out of Stock,20,Inactive
C,9601,1.232166249,Out of Stock,29,Active
B,6512,2.098468779,In Stock,34,Active
,2763,,Out of Stock,41,Active
B,6483,1.13009875,Out of Stock,12,Inactive
,6790,,,26,Inactive
,2433,,In Stock,16,Inactive
,9030,,,32,Active
C,1956,4.965579565,In Stock,31,Inactive
B,4258,,In Stock,34,Inactive
,2180,1.276847,Out of Stock,,Inactive
C,3070,,Out of Stock,46,Inactive
,2846,2.877846173,Out of Stock,28,Active
,5562,3.313284516,In Stock,6,Active
,894,,Out of Stock,2,Active
,6742,,Out of Stock,11,Active
C,4820,2.772274765,In Stock,45,Inactive
,6357,1.332268445,,5,Active
,9197,3.582462307,Out of Stock,35,Inactive
B,7238,,In Stock,15,Active
,445,3.744517987,Out of Stock,13,Active
C,9252,,In Stock,,Active
A,2963,,Out of Stock,6,Active
,8269,,In Stock,44,Inactive
C,7216,4.52207277,In Stock,38,Active
